Datetime,Open,High,Low,Close,Volume
2025-01-10 03:45:00+00:00,1941.75,1962.0,1932.3499755859375,1933.199951171875,0
2025-01-10 04:45:00+00:00,1933.75,1959.699951171875,1933.75,1954.300048828125,616580
2025-01-10 05:45:00+00:00,1955.0999755859375,1970.0,1949.6500244140625,1970.0,1022861
2025-01-10 06:45:00+00:00,1969.5999755859375,1977.800048828125,1965.199951171875,1970.25,1392804
2025-01-10 07:45:00+00:00,1969.949951171875,1972.800048828125,1963.5,1965.8499755859375,829895
2025-01-10 08:45:00+00:00,1966.449951171875,1970.449951171875,1961.0,1969.050048828125,1801516
2025-01-10 09:45:00+00:00,1968.4000244140625,1973.949951171875,1962.5,1965.800048828125,673379
2025-01-13 03:45:00+00:00,1953.8499755859375,1970.949951171875,1949.0,1965.199951171875,0
2025-01-13 04:45:00+00:00,1965.550048828125,1982.800048828125,1965.050048828125,1969.949951171875,628322
2025-01-13 05:45:00+00:00,1969.8499755859375,1973.699951171875,1966.449951171875,1968.199951171875,619901
2025-01-13 06:45:00+00:00,1968.199951171875,1977.949951171875,1966.449951171875,1972.3499755859375,594114
2025-01-13 07:45:00+00:00,1973.0,1973.550048828125,1961.699951171875,1963.800048828125,471037
2025-01-13 08:45:00+00:00,1964.4000244140625,1971.0,1956.75,1964.550048828125,1496578
2025-01-13 09:45:00+00:00,1964.5999755859375,1966.300048828125,1957.8499755859375,1962.199951171875,664489
2025-01-14 03:45:00+00:00,1970.949951171875,1970.949951171875,1931.6500244140625,1949.0,0
2025-01-14 04:45:00+00:00,1948.800048828125,1959.800048828125,1947.199951171875,1957.8499755859375,697030
2025-01-14 05:45:00+00:00,1957.800048828125,1957.800048828125,1943.300048828125,1945.050048828125,510947
2025-01-14 06:45:00+00:00,1945.300048828125,1951.5,1932.199951171875,1933.9000244140625,744731
2025-01-14 07:45:00+00:00,1934.0,1941.3499755859375,1931.300048828125,1939.0999755859375,753542
