Datetime,Open,High,Low,Close,Volume
2025-01-10 03:45:00+00:00,1470.050048828125,1473.300048828125,1460.050048828125,1464.300048828125,0
2025-01-10 04:45:00+00:00,1464.8499755859375,1477.050048828125,1458.6500244140625,1476.4000244140625,100164
2025-01-10 05:45:00+00:00,1476.9000244140625,1480.4000244140625,1470.949951171875,1473.5999755859375,71738
2025-01-10 06:45:00+00:00,1473.8499755859375,1483.300048828125,1473.25,1481.300048828125,188677
2025-01-10 07:45:00+00:00,1481.25,1488.0,1479.949951171875,1480.199951171875,178700
2025-01-10 08:45:00+00:00,1480.0,1481.949951171875,1475.6500244140625,1478.0,383747
2025-01-10 09:45:00+00:00,1478.0999755859375,1480.8499755859375,1476.3499755859375,1480.75,62799
2025-01-13 03:45:00+00:00,1478.25,1478.25,1445.6500244140625,1470.0,0
2025-01-13 04:45:00+00:00,1470.5,1476.550048828125,1466.0,1467.4000244140625,149962
2025-01-13 05:45:00+00:00,1466.550048828125,1471.550048828125,1461.4000244140625,1466.0999755859375,138752
2025-01-13 06:45:00+00:00,1466.699951171875,1475.1500244140625,1466.699951171875,1471.4000244140625,170982
2025-01-13 07:45:00+00:00,1472.199951171875,1473.300048828125,1462.9000244140625,1466.5,164804
2025-01-13 08:45:00+00:00,1466.5,1471.8499755859375,1463.550048828125,1469.0999755859375,357676
2025-01-13 09:45:00+00:00,1469.3499755859375,1471.9000244140625,1464.0,1467.4000244140625,157781
2025-01-14 03:45:00+00:00,1475.699951171875,1486.800048828125,1468.8499755859375,1476.0,0
2025-01-14 04:45:00+00:00,1476.0,1502.9000244140625,1475.6500244140625,1499.4000244140625,293145
2025-01-14 05:45:00+00:00,1498.75,1499.1500244140625,1481.25,1493.0,424710
2025-01-14 06:45:00+00:00,1492.5999755859375,1501.0,1490.699951171875,1500.949951171875,618549
2025-01-14 07:45:00+00:00,1500.800048828125,1502.0,1494.5,1498.050048828125,119528
2025-01-14 08:45:00+00:00,1498.050048828125,1503.699951171875,1493.300048828125,1499.699951171875,255409
2025-01-14 09:45:00+00:00,1499.699951171875,1500.9000244140625,1492.1500244140625,1499.25,117682
2025-01-15 03:45:00+00:00,1504.25,1504.25,1469.800048828125,1472.4000244140625,0
2025-01-15 04:45:00+00:00,1472.800048828125,1482.800048828125,1469.5,1478.5999755859375,211095
2025-01-15 05:45:00+00:00,1479.300048828125,1483.300048828125,1475.0,1480.0,37700
2025-01-15 06:45:00+00:00,1479.550048828125,1481.199951171875,1472.0,1474.4000244140625,276794
2025-01-15 07:45:00+00:00,1475.0,1479.0,1473.5999755859375,1476.9000244140625,38899
2025-01-15 08:45:00+00:00,1476.25,1479.5,1471.949951171875,1473.300048828125,198406
2025-01-15 09:45:00+00:00,1473.800048828125,1476.550048828125,1470.449951171875,1475.0,119745
2025-01-16 03:45:00+00:00,1491.0,1544.5999755859375,1491.0,1536.9000244140625,0
2025-01-16 04:45:00+00:00,1538.9000244140625,1540.5999755859375,1516.050048828125,1526.199951171875,390844
2025-01-16 05:45:00+00:00,1526.199951171875,1529.800048828125,1520.300048828125,1525.5999755859375,384539
2025-01-16 06:45:00+00:00,1525.550048828125,1526.800048828125,1504.9000244140625,1507.6500244140625,366386
2025-01-16 07:45:00+00:00,1506.75,1509.8499755859375,1502.199951171875,1508.449951171875,184348
2025-01-16 08:45:00+00:00,1508.199951171875,1520.0,1508.199951171875,1513.25,468264
2025-01-16 09:45:00+00:00,1513.0999755859375,1518.050048828125,1512.050048828125,1513.5999755859375,153298
2025-01-17 03:45:00+00:00,1519.050048828125,1535.75,1500.0,1529.5999755859375,0
2025-01-17 04:45:00+00:00,1528.800048828125,1539.0,1526.5,1530.4000244140625,213914
2025-01-17 05:45:00+00:00,1530.5,1534.75,1528.0,1529.4000244140625,55343
2025-01-17 06:45:00+00:00,1529.4000244140625,1534.699951171875,1528.199951171875,1528.949951171875,78680
2025-01-17 07:45:00+00:00,1529.699951171875,1534.0999755859375,1517.699951171875,1524.5999755859375,205866
2025-01-17 08:45:00+00:00,1524.5999755859375,1555.0,1519.550048828125,1537.4000244140625,1367287
2025-01-17 09:45:00+00:00,1537.800048828125,1540.75,1536.0,1539.0,221576
2025-01-20 03:45:00+00:00,1545.1500244140625,1545.1500244140625,1487.5,1510.699951171875,0
2025-01-20 04:45:00+00:00,1510.699951171875,1511.9000244140625,1494.0,1496.5,852366
2025-01-20 05:45:00+00:00,1496.6500244140625,1508.4000244140625,1495.8499755859375,1499.5,424300
2025-01-20 06:45:00+00:00,1499.25,1499.8499755859375,1491.449951171875,1495.9000244140625,332527
2025-01-20 07:45:00+00:00,1495.9000244140625,1500.3499755859375,1492.4000244140625,1497.699951171875,254321
2025-01-20 08:45:00+00:00,1497.800048828125,1501.75,1494.5999755859375,1500.199951171875,657596
2025-01-20 09:45:00+00:00,1500.199951171875,1501.199951171875,1496.300048828125,1496.300048828125,279658
2025-01-21 03:45:00+00:00,1499.949951171875,1505.550048828125,1482.1500244140625,1482.1500244140625,0
2025-01-21 04:45:00+00:00,1482.699951171875,1488.25,1472.8499755859375,1482.1500244140625,104533
2025-01-21 05:45:00+00:00,1482.300048828125,1484.699951171875,1475.5999755859375,1479.199951171875,72529
2025-01-21 06:45:00+00:00,1479.0,1479.0,1473.0,1475.699951171875,80378
2025-01-21 07:45:00+00:00,1475.4000244140625,1476.949951171875,1472.800048828125,1473.0,45325
2025-01-21 08:45:00+00:00,1473.0,1473.3499755859375,1460.0,1466.75,257463
2025-01-21 09:45:00+00:00,1466.5,1469.6500244140625,1465.0,1465.0,158660
2025-01-22 03:45:00+00:00,1466.550048828125,1467.25,1450.050048828125,1455.5,0
2025-01-22 04:45:00+00:00,1456.800048828125,1468.949951171875,1456.300048828125,1460.199951171875,78948
2025-01-22 05:45:00+00:00,1460.550048828125,1462.6500244140625,1455.5,1458.5,67614
2025-01-22 06:45:00+00:00,1458.3499755859375,1460.9000244140625,1452.050048828125,1460.5999755859375,64744
2025-01-22 07:45:00+00:00,1460.5999755859375,1461.6500244140625,1456.5,1459.199951171875,40756
2025-01-22 08:45:00+00:00,1459.199951171875,1464.4000244140625,1457.449951171875,1458.75,157635
2025-01-22 09:45:00+00:00,1458.6500244140625,1464.949951171875,1458.0,1460.050048828125,88244
2025-01-23 03:45:00+00:00,1456.0,1459.550048828125,1448.0,1457.5999755859375,0
2025-01-23 04:45:00+00:00,1457.0999755859375,1462.4000244140625,1456.800048828125,1460.050048828125,148731
2025-01-23 05:45:00+00:00,1460.1500244140625,1460.4000244140625,1456.550048828125,1460.0,63674
2025-01-23 06:45:00+00:00,1460.1500244140625,1460.1500244140625,1455.5,1457.8499755859375,108514
2025-01-23 07:45:00+00:00,1457.699951171875,1463.550048828125,1456.949951171875,1459.5999755859375,127261
2025-01-23 08:45:00+00:00,1459.5999755859375,1460.6500244140625,1447.1500244140625,1451.3499755859375,596267
2025-01-23 09:45:00+00:00,1451.0999755859375,1453.800048828125,1450.199951171875,1451.5999755859375,77513
2025-01-24 03:45:00+00:00,1451.300048828125,1451.300048828125,1420.5,1420.550048828125,0
2025-01-24 04:45:00+00:00,1420.550048828125,1437.5999755859375,1418.1500244140625,1435.75,103783
2025-01-24 05:45:00+00:00,1435.75,1452.5,1435.6500244140625,1447.800048828125,180028
2025-01-24 06:45:00+00:00,1447.699951171875,1450.949951171875,1438.550048828125,1446.3499755859375,348966
2025-01-24 07:45:00+00:00,1446.4000244140625,1448.5,1439.0,1440.050048828125,241313
2025-01-24 08:45:00+00:00,1439.449951171875,1444.300048828125,1431.3499755859375,1440.550048828125,379694
2025-01-24 09:45:00+00:00,1440.9000244140625,1442.25,1435.0,1440.4000244140625,52598
2025-01-27 03:45:00+00:00,1427.5,1445.300048828125,1423.25,1442.300048828125,0
2025-01-27 04:45:00+00:00,1442.050048828125,1442.75,1422.800048828125,1425.3499755859375,72105
